colour	x	y	showSelected1	PANEL
#0000FF	0.939698492462312	1	truth	1
#0000FF	0.964824120603015	1	truth	1
#0000FF	0.989949748743719	1	truth	1
#0000FF	1.01507537688442	1	truth	1
#0000FF	1.04020100502513	1	truth	1
#0000FF	1.06532663316583	1	truth	1
#0000FF	1.09045226130653	1	truth	1
#0000FF	1.11557788944724	1	truth	1
#0000FF	1.14070351758794	1	truth	1
#0000FF	1.16582914572864	1	truth	1
#0000FF	1.19095477386935	1	truth	1
#0000FF	1.21608040201005	1	truth	1
#0000FF	1.24120603015075	1	truth	1
#0000FF	1.26633165829146	1	truth	1
#0000FF	1.29145728643216	1	truth	1
#0000FF	1.31658291457286	1	truth	1
#0000FF	1.34170854271357	1	truth	1
#0000FF	1.36683417085427	1	truth	1
#0000FF	1.39195979899498	1	truth	1
#0000FF	1.41708542713568	1	truth	1
#0000FF	1.44221105527638	1	truth	1
#0000FF	1.46733668341709	1	truth	1
#0000FF	1.49246231155779	1	truth	1
#0000FF	1.51758793969849	1	truth	1
#0000FF	1.5427135678392	1	truth	1
#0000FF	1.5678391959799	1	truth	1
#0000FF	1.5929648241206	1	truth	1
#0000FF	1.61809045226131	1	truth	1
#0000FF	1.64321608040201	1	truth	1
#0000FF	1.66834170854271	1	truth	1
#0000FF	1.69346733668342	1	truth	1
#0000FF	1.71859296482412	1	truth	1
#0000FF	1.74371859296482	1	truth	1
#0000FF	1.76884422110553	1	truth	1
#0000FF	1.79396984924623	1	truth	1
#0000FF	1.81909547738693	1	truth	1
#0000FF	1.84422110552764	1	truth	1
#0000FF	1.86934673366834	1	truth	1
#0000FF	1.89447236180905	1	truth	1
#0000FF	1.91959798994975	1	truth	1
#0000FF	1.94472361809045	1	truth	1
#0000FF	1.96984924623116	1	truth	1
#0000FF	1.99497487437186	1	truth	1
#0000FF	2.02010050251256	1	truth	1
#0000FF	2.04522613065327	1	truth	1
#0000FF	2.07035175879397	1	truth	1
#0000FF	2.09547738693467	1	truth	1
#0000FF	2.12060301507538	1	truth	1
#0000FF	2.14572864321608	1	truth	1
#0000FF	2.17085427135678	1	truth	1
#0000FF	2.19597989949749	1	truth	1
#0000FF	2.22110552763819	1	truth	1
#0000FF	2.24623115577889	1	truth	1
#0000FF	2.2713567839196	1	truth	1
#0000FF	2.2964824120603	1	truth	1
#0000FF	2.32160804020101	1	truth	1
#0000FF	2.34673366834171	1	truth	1
#0000FF	2.37185929648241	1	truth	1
#0000FF	2.39698492462312	1	truth	1
#0000FF	2.42211055276382	1	truth	1
#0000FF	2.44723618090452	1	truth	1
#0000FF	2.47236180904523	1	truth	1
#0000FF	2.49748743718593	1	truth	1
#0000FF	2.52261306532663	1	truth	1
#0000FF	2.54773869346734	1	truth	1
#0000FF	2.57286432160804	1	truth	1
#0000FF	2.59798994974874	1	truth	1
#0000FF	2.62311557788945	1	truth	1
#0000FF	2.64824120603015	1	truth	1
#0000FF	2.67336683417085	1	truth	1
#0000FF	2.69849246231156	1	truth	1
#0000FF	2.72361809045226	1	truth	1
#0000FF	2.74874371859297	1	truth	1
#0000FF	2.77386934673367	1	truth	1
#0000FF	2.79899497487437	1	truth	1
#0000FF	2.82412060301508	1	truth	1
#0000FF	2.84924623115578	1	truth	1
#0000FF	2.87437185929648	1	truth	1
#0000FF	2.89949748743719	1	truth	1
#0000FF	2.92462311557789	1	truth	1
#0000FF	2.94974874371859	1	truth	1
#0000FF	2.9748743718593	1	truth	1
#0000FF	3	1	truth	1
#0000FF	-2	4	truth	2
#0000FF	-1.9748743718593	4	truth	2
#0000FF	-1.94974874371859	4	truth	2
#0000FF	-1.92462311557789	4	truth	2
#0000FF	-1.89949748743719	4	truth	2
#0000FF	-1.87437185929648	4	truth	2
#0000FF	-1.84924623115578	4	truth	2
#0000FF	-1.82412060301508	4	truth	2
#0000FF	-1.79899497487437	4	truth	2
#0000FF	-1.77386934673367	4	truth	2
#0000FF	-1.74874371859296	4	truth	2
#0000FF	-1.72361809045226	4	truth	2
#0000FF	-1.69849246231156	4	truth	2
#0000FF	-1.67336683417085	4	truth	2
#0000FF	-1.64824120603015	4	truth	2
#0000FF	-1.62311557788945	4	truth	2
#0000FF	-1.59798994974874	4	truth	2
#0000FF	-1.57286432160804	4	truth	2
#0000FF	-1.54773869346734	4	truth	2
#0000FF	-1.52261306532663	4	truth	2
#0000FF	-1.49748743718593	4	truth	2
#0000FF	-1.47236180904523	4	truth	2
#0000FF	-1.44723618090452	4	truth	2
#0000FF	-1.42211055276382	4	truth	2
#0000FF	-1.39698492462312	4	truth	2
#0000FF	-1.37185929648241	4	truth	2
#0000FF	-1.34673366834171	4	truth	2
#0000FF	-1.32160804020101	4	truth	2
#0000FF	-1.2964824120603	4	truth	2
#0000FF	-1.2713567839196	4	truth	2
#0000FF	-1.24623115577889	4	truth	2
#0000FF	-1.22110552763819	4	truth	2
#0000FF	-1.19597989949749	4	truth	2
#0000FF	-1.17085427135678	4	truth	2
#0000FF	-1.14572864321608	4	truth	2
#0000FF	-1.12060301507538	4	truth	2
#0000FF	-1.09547738693467	4	truth	2
#0000FF	-1.07035175879397	4	truth	2
#0000FF	-1.04522613065327	4	truth	2
#0000FF	-1.02010050251256	4	truth	2
#0000FF	-0.994974874371859	4	truth	2
#0000FF	-0.969849246231156	4	truth	2
#0000FF	-0.944723618090452	4	truth	2
#0000FF	-0.919597989949749	4	truth	2
#0000FF	-0.894472361809045	4	truth	2
#0000FF	-0.869346733668342	4	truth	2
#0000FF	-0.844221105527638	4	truth	2
#0000FF	-0.819095477386935	4	truth	2
#0000FF	-0.793969849246231	4	truth	2
#0000FF	-0.768844221105528	4	truth	2
#0000FF	-0.743718592964824	4	truth	2
#0000FF	-0.718592964824121	4	truth	2
#0000FF	-0.693467336683417	4	truth	2
#0000FF	-0.668341708542713	4	truth	2
#0000FF	-0.64321608040201	4	truth	2
#0000FF	-0.618090452261306	4	truth	2
#0000FF	-0.592964824120603	4	truth	2
#0000FF	-0.567839195979899	4	truth	2
#0000FF	-0.542713567839196	4	truth	2
#0000FF	-0.517587939698492	4	truth	2
#0000FF	-0.492462311557789	4	truth	2
#0000FF	-0.467336683417085	4	truth	2
#0000FF	-0.442211055276382	4	truth	2
#0000FF	-0.417085427135678	4	truth	2
#0000FF	-0.391959798994975	4	truth	2
#0000FF	-0.366834170854271	4	truth	2
#0000FF	-0.341708542713568	4	truth	2
#0000FF	-0.316582914572864	4	truth	2
#0000FF	-0.291457286432161	4	truth	2
#0000FF	-0.266331658291457	4	truth	2
#0000FF	-0.241206030150754	4	truth	2
#0000FF	-0.21608040201005	4	truth	2
#0000FF	-0.190954773869347	4	truth	2
#0000FF	-0.165829145728643	4	truth	2
#0000FF	-0.14070351758794	4	truth	2
#0000FF	-0.115577889447236	4	truth	2
#0000FF	-0.0904522613065326	4	truth	2
#0000FF	-0.0653266331658291	4	truth	2
#0000FF	-0.0402010050251256	4	truth	2
#0000FF	-0.0150753768844221	4	truth	2
#0000FF	0.0100502512562817	4	truth	2
#0000FF	0.0351758793969852	4	truth	2
#0000FF	0.0603015075376887	4	truth	2
#0000FF	0.0854271356783922	4	truth	2
#0000FF	0.110552763819096	4	truth	2
#0000FF	0.135678391959799	4	truth	2
#0000FF	0.160804020100503	4	truth	2
#0000FF	0.185929648241206	4	truth	2
#0000FF	0.21105527638191	4	truth	2
#0000FF	0.236180904522613	4	truth	2
#0000FF	0.261306532663317	4	truth	2
#0000FF	0.28643216080402	4	truth	2
#0000FF	0.311557788944724	4	truth	2
#0000FF	0.336683417085427	4	truth	2
#0000FF	0.361809045226131	4	truth	2
#0000FF	0.386934673366834	4	truth	2
#0000FF	0.412060301507538	4	truth	2
#0000FF	0.437185929648241	4	truth	2
#0000FF	0.462311557788945	4	truth	2
#0000FF	0.487437185929649	4	truth	2
#0000FF	0.512562814070352	4	truth	2
#0000FF	0.537688442211056	4	truth	2
#0000FF	0.562814070351759	4	truth	2
#0000FF	0.587939698492463	4	truth	2
#0000FF	0.613065326633166	4	truth	2
#0000FF	0.63819095477387	4	truth	2
#0000FF	0.663316582914573	4	truth	2
#0000FF	0.688442211055277	4	truth	2
#0000FF	0.71356783919598	4	truth	2
#0000FF	0.738693467336684	4	truth	2
#0000FF	0.763819095477387	4	truth	2
#0000FF	0.788944723618091	4	truth	2
#0000FF	0.814070351758794	4	truth	2
#0000FF	0.839195979899498	4	truth	2
#0000FF	0.864321608040201	4	truth	2
#0000FF	0.889447236180905	4	truth	2
#0000FF	0.914572864321608	4	truth	2
#0000FF	0.939698492462312	4	truth	2
#0000FF	0.964824120603015	4	truth	2
#0000FF	0.989949748743719	4	truth	2
#0000FF	1.01507537688442	1	truth	2
#0000FF	1.04020100502513	1	truth	2
#0000FF	1.06532663316583	1	truth	2
#0000FF	1.09045226130653	1	truth	2
#0000FF	1.11557788944724	1	truth	2
#0000FF	1.14070351758794	1	truth	2
#0000FF	1.16582914572864	1	truth	2
#0000FF	1.19095477386935	1	truth	2
#0000FF	1.21608040201005	1	truth	2
#0000FF	1.24120603015075	1	truth	2
#0000FF	1.26633165829146	1	truth	2
#0000FF	1.29145728643216	1	truth	2
#0000FF	1.31658291457286	1	truth	2
#0000FF	1.34170854271357	1	truth	2
#0000FF	1.36683417085427	1	truth	2
#0000FF	1.39195979899498	1	truth	2
#0000FF	1.41708542713568	1	truth	2
#0000FF	1.44221105527638	1	truth	2
#0000FF	1.46733668341709	1	truth	2
#0000FF	1.49246231155779	1	truth	2
#0000FF	1.51758793969849	1	truth	2
#0000FF	1.5427135678392	1	truth	2
#0000FF	1.5678391959799	1	truth	2
#0000FF	1.5929648241206	1	truth	2
#0000FF	1.61809045226131	1	truth	2
#0000FF	1.64321608040201	1	truth	2
#0000FF	1.66834170854271	1	truth	2
#0000FF	1.69346733668342	1	truth	2
#0000FF	1.71859296482412	1	truth	2
#0000FF	1.74371859296482	1	truth	2
#0000FF	1.76884422110553	1	truth	2
#0000FF	1.79396984924623	1	truth	2
#0000FF	1.81909547738693	1	truth	2
#0000FF	1.84422110552764	1	truth	2
#0000FF	1.86934673366834	1	truth	2
#0000FF	1.89447236180905	1	truth	2
#0000FF	1.91959798994975	1	truth	2
#0000FF	1.94472361809045	1	truth	2
#0000FF	1.96984924623116	1	truth	2
#0000FF	1.99497487437186	1	truth	2
#0000FF	2.02010050251256	1	truth	2
#0000FF	2.04522613065327	1	truth	2
#0000FF	2.07035175879397	1	truth	2
#0000FF	2.09547738693467	1	truth	2
#0000FF	2.12060301507538	1	truth	2
#0000FF	2.14572864321608	1	truth	2
#0000FF	2.17085427135678	1	truth	2
#0000FF	2.19597989949749	1	truth	2
#0000FF	2.22110552763819	1	truth	2
#0000FF	2.24623115577889	1	truth	2
#0000FF	2.2713567839196	1	truth	2
#0000FF	2.2964824120603	1	truth	2
#0000FF	2.32160804020101	1	truth	2
#0000FF	2.34673366834171	1	truth	2
#0000FF	2.37185929648241	1	truth	2
#0000FF	2.39698492462312	1	truth	2
#0000FF	2.42211055276382	1	truth	2
#0000FF	2.44723618090452	1	truth	2
#0000FF	2.47236180904523	1	truth	2
#0000FF	2.49748743718593	1	truth	2
#0000FF	2.52261306532663	1	truth	2
#0000FF	2.54773869346734	1	truth	2
#0000FF	2.57286432160804	1	truth	2
#0000FF	2.59798994974874	1	truth	2
#0000FF	2.62311557788945	1	truth	2
#0000FF	2.64824120603015	1	truth	2
#0000FF	2.67336683417085	1	truth	2
#0000FF	2.69849246231156	1	truth	2
#0000FF	2.72361809045226	1	truth	2
#0000FF	2.74874371859297	1	truth	2
#0000FF	2.77386934673367	1	truth	2
#0000FF	2.79899497487437	1	truth	2
#0000FF	2.82412060301508	1	truth	2
#0000FF	2.84924623115578	1	truth	2
#0000FF	2.87437185929648	1	truth	2
#0000FF	2.89949748743719	1	truth	2
#0000FF	2.92462311557789	1	truth	2
#0000FF	2.94974874371859	1	truth	2
#0000FF	2.9748743718593	1	truth	2
#0000FF	3	1	truth	2
#0000FF	-2	-2	truth	3
#0000FF	-1.9748743718593	-1.9748743718593	truth	3
#0000FF	-1.94974874371859	-1.94974874371859	truth	3
#0000FF	-1.92462311557789	-1.92462311557789	truth	3
#0000FF	-1.89949748743719	-1.89949748743719	truth	3
#0000FF	-1.87437185929648	-1.87437185929648	truth	3
#0000FF	-1.84924623115578	-1.84924623115578	truth	3
#0000FF	-1.82412060301508	-1.82412060301508	truth	3
#0000FF	-1.79899497487437	-1.79899497487437	truth	3
#0000FF	-1.77386934673367	-1.77386934673367	truth	3
#0000FF	-1.74874371859296	-1.74874371859296	truth	3
#0000FF	-1.72361809045226	-1.72361809045226	truth	3
#0000FF	-1.69849246231156	-1.69849246231156	truth	3
#0000FF	-1.67336683417085	-1.67336683417085	truth	3
#0000FF	-1.64824120603015	-1.64824120603015	truth	3
#0000FF	-1.62311557788945	-1.62311557788945	truth	3
#0000FF	-1.59798994974874	-1.59798994974874	truth	3
#0000FF	-1.57286432160804	-1.57286432160804	truth	3
#0000FF	-1.54773869346734	-1.54773869346734	truth	3
#0000FF	-1.52261306532663	-1.52261306532663	truth	3
#0000FF	-1.49748743718593	-1.49748743718593	truth	3
#0000FF	-1.47236180904523	-1.47236180904523	truth	3
#0000FF	-1.44723618090452	-1.44723618090452	truth	3
#0000FF	-1.42211055276382	-1.42211055276382	truth	3
#0000FF	-1.39698492462312	-1.39698492462312	truth	3
#0000FF	-1.37185929648241	-1.37185929648241	truth	3
#0000FF	-1.34673366834171	-1.34673366834171	truth	3
#0000FF	-1.32160804020101	-1.32160804020101	truth	3
#0000FF	-1.2964824120603	-1.2964824120603	truth	3
#0000FF	-1.2713567839196	-1.2713567839196	truth	3
#0000FF	-1.24623115577889	-1.24623115577889	truth	3
#0000FF	-1.22110552763819	-1.22110552763819	truth	3
#0000FF	-1.19597989949749	-1.19597989949749	truth	3
#0000FF	-1.17085427135678	-1.17085427135678	truth	3
#0000FF	-1.14572864321608	-1.14572864321608	truth	3
#0000FF	-1.12060301507538	-1.12060301507538	truth	3
#0000FF	-1.09547738693467	-1.09547738693467	truth	3
#0000FF	-1.07035175879397	-1.07035175879397	truth	3
#0000FF	-1.04522613065327	-1.04522613065327	truth	3
#0000FF	-1.02010050251256	-1.02010050251256	truth	3
#0000FF	-0.994974874371859	-0.994974874371859	truth	3
#0000FF	-0.969849246231156	-0.969849246231156	truth	3
#0000FF	-0.944723618090452	-0.944723618090452	truth	3
#0000FF	-0.919597989949749	-0.919597989949749	truth	3
#0000FF	-0.894472361809045	-0.894472361809045	truth	3
#0000FF	-0.869346733668342	-0.869346733668342	truth	3
#0000FF	-0.844221105527638	-0.844221105527638	truth	3
#0000FF	-0.819095477386935	-0.819095477386935	truth	3
#0000FF	-0.793969849246231	-0.793969849246231	truth	3
#0000FF	-0.768844221105528	-0.768844221105528	truth	3
#0000FF	-0.743718592964824	-0.743718592964824	truth	3
#0000FF	-0.718592964824121	-0.718592964824121	truth	3
#0000FF	-0.693467336683417	-0.693467336683417	truth	3
#0000FF	-0.668341708542713	-0.668341708542713	truth	3
#0000FF	-0.64321608040201	-0.64321608040201	truth	3
#0000FF	-0.618090452261306	-0.618090452261306	truth	3
#0000FF	-0.592964824120603	-0.592964824120603	truth	3
#0000FF	-0.567839195979899	-0.567839195979899	truth	3
#0000FF	-0.542713567839196	-0.542713567839196	truth	3
#0000FF	-0.517587939698492	-0.517587939698492	truth	3
#0000FF	-0.492462311557789	-0.492462311557789	truth	3
#0000FF	-0.467336683417085	-0.467336683417085	truth	3
#0000FF	-0.442211055276382	-0.442211055276382	truth	3
#0000FF	-0.417085427135678	-0.417085427135678	truth	3
#0000FF	-0.391959798994975	-0.391959798994975	truth	3
#0000FF	-0.366834170854271	-0.366834170854271	truth	3
#0000FF	-0.341708542713568	-0.341708542713568	truth	3
#0000FF	-0.316582914572864	-0.316582914572864	truth	3
#0000FF	-0.291457286432161	-0.291457286432161	truth	3
#0000FF	-0.266331658291457	-0.266331658291457	truth	3
#0000FF	-0.241206030150754	-0.241206030150754	truth	3
#0000FF	-0.21608040201005	-0.21608040201005	truth	3
#0000FF	-0.190954773869347	-0.190954773869347	truth	3
#0000FF	-0.165829145728643	-0.165829145728643	truth	3
#0000FF	-0.14070351758794	-0.14070351758794	truth	3
#0000FF	-0.115577889447236	-0.115577889447236	truth	3
#0000FF	-0.0904522613065326	-0.0904522613065326	truth	3
#0000FF	-0.0653266331658291	-0.0653266331658291	truth	3
#0000FF	-0.0402010050251256	-0.0402010050251256	truth	3
#0000FF	-0.0150753768844221	-0.0150753768844221	truth	3
#0000FF	0.0100502512562817	0.0100502512562817	truth	3
#0000FF	0.0351758793969852	0.0351758793969852	truth	3
#0000FF	0.0603015075376887	0.0603015075376887	truth	3
#0000FF	0.0854271356783922	0.0854271356783922	truth	3
#0000FF	0.110552763819096	0.110552763819096	truth	3
#0000FF	0.135678391959799	0.135678391959799	truth	3
#0000FF	0.160804020100503	0.160804020100503	truth	3
#0000FF	0.185929648241206	0.185929648241206	truth	3
#0000FF	0.21105527638191	0.21105527638191	truth	3
#0000FF	0.236180904522613	0.236180904522613	truth	3
#0000FF	0.261306532663317	0.261306532663317	truth	3
#0000FF	0.28643216080402	0.28643216080402	truth	3
#0000FF	0.311557788944724	0.311557788944724	truth	3
#0000FF	0.336683417085427	0.336683417085427	truth	3
#0000FF	0.361809045226131	0.361809045226131	truth	3
#0000FF	0.386934673366834	0.386934673366834	truth	3
#0000FF	0.412060301507538	0.412060301507538	truth	3
#0000FF	0.437185929648241	0.437185929648241	truth	3
#0000FF	0.462311557788945	0.462311557788945	truth	3
#0000FF	0.487437185929649	0.487437185929649	truth	3
#0000FF	0.512562814070352	0.512562814070352	truth	3
#0000FF	0.537688442211056	0.537688442211056	truth	3
#0000FF	0.562814070351759	0.562814070351759	truth	3
#0000FF	0.587939698492463	0.587939698492463	truth	3
#0000FF	0.613065326633166	0.613065326633166	truth	3
#0000FF	0.63819095477387	0.63819095477387	truth	3
#0000FF	0.663316582914573	0.663316582914573	truth	3
#0000FF	0.688442211055277	0.688442211055277	truth	3
#0000FF	0.71356783919598	0.71356783919598	truth	3
#0000FF	0.738693467336684	0.738693467336684	truth	3
#0000FF	0.763819095477387	0.763819095477387	truth	3
#0000FF	0.788944723618091	0.788944723618091	truth	3
#0000FF	0.814070351758794	0.814070351758794	truth	3
#0000FF	0.839195979899498	0.839195979899498	truth	3
#0000FF	0.864321608040201	0.864321608040201	truth	3
#0000FF	0.889447236180905	0.889447236180905	truth	3
#0000FF	0.914572864321608	0.914572864321608	truth	3
#0000FF	0.939698492462312	0.939698492462312	truth	3
#0000FF	0.964824120603015	0.964824120603015	truth	3
#0000FF	0.989949748743719	0.989949748743719	truth	3
#0000FF	1.01507537688442	1.01507537688442	truth	3
#0000FF	1.04020100502513	1.04020100502513	truth	3
#0000FF	1.06532663316583	1.06532663316583	truth	3
#0000FF	1.09045226130653	1.09045226130653	truth	3
#0000FF	1.11557788944724	1.11557788944724	truth	3
#0000FF	1.14070351758794	1.14070351758794	truth	3
#0000FF	1.16582914572864	1.16582914572864	truth	3
#0000FF	1.19095477386935	1.19095477386935	truth	3
#0000FF	1.21608040201005	1.21608040201005	truth	3
#0000FF	1.24120603015075	1.24120603015075	truth	3
#0000FF	1.26633165829146	1.26633165829146	truth	3
#0000FF	1.29145728643216	1.29145728643216	truth	3
#0000FF	1.31658291457286	1.31658291457286	truth	3
#0000FF	1.34170854271357	1.34170854271357	truth	3
#0000FF	1.36683417085427	1.36683417085427	truth	3
#0000FF	1.39195979899498	1.39195979899498	truth	3
#0000FF	1.41708542713568	1.41708542713568	truth	3
#0000FF	1.44221105527638	1.44221105527638	truth	3
#0000FF	1.46733668341709	1.46733668341709	truth	3
#0000FF	1.49246231155779	1.49246231155779	truth	3
#0000FF	1.51758793969849	1.51758793969849	truth	3
#0000FF	1.5427135678392	1.5427135678392	truth	3
#0000FF	1.5678391959799	1.5678391959799	truth	3
#0000FF	1.5929648241206	1.5929648241206	truth	3
#0000FF	1.61809045226131	1.61809045226131	truth	3
#0000FF	1.64321608040201	1.64321608040201	truth	3
#0000FF	1.66834170854271	1.66834170854271	truth	3
#0000FF	1.69346733668342	1.69346733668342	truth	3
#0000FF	1.71859296482412	1.71859296482412	truth	3
#0000FF	1.74371859296482	1.74371859296482	truth	3
#0000FF	1.76884422110553	1.76884422110553	truth	3
#0000FF	1.79396984924623	1.79396984924623	truth	3
#0000FF	1.81909547738693	1.81909547738693	truth	3
#0000FF	1.84422110552764	1.84422110552764	truth	3
#0000FF	1.86934673366834	1.86934673366834	truth	3
#0000FF	1.89447236180905	1.89447236180905	truth	3
#0000FF	1.91959798994975	1.91959798994975	truth	3
#0000FF	1.94472361809045	1.94472361809045	truth	3
#0000FF	1.96984924623116	1.96984924623116	truth	3
#0000FF	1.99497487437186	1.99497487437186	truth	3
#0000FF	2.02010050251256	2.02010050251256	truth	3
#0000FF	2.04522613065327	2.04522613065327	truth	3
#0000FF	2.07035175879397	2.07035175879397	truth	3
#0000FF	2.09547738693467	2.09547738693467	truth	3
#0000FF	2.12060301507538	2.12060301507538	truth	3
#0000FF	2.14572864321608	2.14572864321608	truth	3
#0000FF	2.17085427135678	2.17085427135678	truth	3
#0000FF	2.19597989949749	2.19597989949749	truth	3
#0000FF	2.22110552763819	2.22110552763819	truth	3
#0000FF	2.24623115577889	2.24623115577889	truth	3
#0000FF	2.2713567839196	2.2713567839196	truth	3
#0000FF	2.2964824120603	2.2964824120603	truth	3
#0000FF	2.32160804020101	2.32160804020101	truth	3
#0000FF	2.34673366834171	2.34673366834171	truth	3
#0000FF	2.37185929648241	2.37185929648241	truth	3
#0000FF	2.39698492462312	2.39698492462312	truth	3
#0000FF	2.42211055276382	2.42211055276382	truth	3
#0000FF	2.44723618090452	2.44723618090452	truth	3
#0000FF	2.47236180904523	2.47236180904523	truth	3
#0000FF	2.49748743718593	2.49748743718593	truth	3
#0000FF	2.52261306532663	2.52261306532663	truth	3
#0000FF	2.54773869346734	2.54773869346734	truth	3
#0000FF	2.57286432160804	2.57286432160804	truth	3
#0000FF	2.59798994974874	2.59798994974874	truth	3
#0000FF	2.62311557788945	2.62311557788945	truth	3
#0000FF	2.64824120603015	2.64824120603015	truth	3
#0000FF	2.67336683417085	2.67336683417085	truth	3
#0000FF	2.69849246231156	2.69849246231156	truth	3
#0000FF	2.72361809045226	2.72361809045226	truth	3
#0000FF	2.74874371859297	2.74874371859297	truth	3
#0000FF	2.77386934673367	2.77386934673367	truth	3
#0000FF	2.79899497487437	2.79899497487437	truth	3
#0000FF	2.82412060301508	2.82412060301508	truth	3
#0000FF	2.84924623115578	2.84924623115578	truth	3
